id,cpf,nome_completo,emprego_atual,data_nascimento,situacao_civil,cliente_especial,rua,bairro,cidade,estado,CEP,idade
1206,780.364.192-03,Pedro Miguel Freitas,Maestro,2000-12-31,Solteiro(a),0,Rua Ísis da Paz,Distrito Industrial Do Jatoba,Mendes do Oeste,PR,00728517,23
1207,876.924.351-46,Sr. Davi Duarte,Escoteiro,1986-12-26,Solteiro(a),0,Pátio Casa Grande,Dona Clara,Nogueira Verde,CE,08106-270,37
1208,816.297.450-49,Sr. Davi Luiz Freitas,Frentista,1987-12-16,Solteiro(a),0,Trevo Letícia Monteiro,Parque São Pedro,Cavalcante da Praia,RO,26741065,36
1209,520.437.169-99,Maria Clara Peixoto,Anestesiologista,1994-06-20,Solteiro(a),0,Passarela da Rocha,Vila Olhos D'água,Pereira,GO,37109503,29
1210,061.957.342-25,Benjamim da Mota,Gagsman,2006-02-26,Divorsiado(a),0,Travessa Brito,Conjunto Santa Maria,Ribeiro Alegre,AM,04689-709,18
1211,861.794.203-78,Antonella Lima,Cinematográfo,1991-06-26,Divorsiado(a),0,Condomínio Sales,São Sebastião,Fonseca,SE,14453573,32
1212,456.798.302-56,Maysa da Luz,Delegado,2003-04-23,Casado(a),0,Largo de da Costa,Salgado Filho,Nascimento,ES,47664-583,21
1213,689.317.045-93,Henrique da Rocha,Técnico em hardware,2006-04-16,Casado(a),0,Praia de Mendonça,Vila Ipiranga,Nascimento da Praia,MA,15871093,18
1214,601.934.857-10,José Camargo,Datilógrafo,1992-08-19,Solteiro(a),0,Feira Lara Martins,Maria Helena,Cirino,SE,59167640,31
1215,439.057.618-66,Sr. Yago Novais,Zootecnista,1994-08-14,Solteiro(a),0,Rodovia Moura,Marçola,Castro de Goiás,MG,62111017,29
1216,274.063.591-52,Maria Helena Cavalcanti,Trilheiro ou músico de cinema,1964-09-10,Solteiro(a),0,Praça de Câmara,Novo Aarão Reis,Castro,ES,52619-309,59
1217,153.426.879-00,Luana Cavalcanti,Argumentista,1977-05-26,Solteiro(a),0,Rua Campos,Oeste,Siqueira,PB,16602-185,47
1218,935.026.871-02,Maria Clara Leão,Montador de negativos,1960-08-28,Casado(a),0,Morro Macedo,São João,Martins,AC,74277-823,63
1219,648.097.512-01,Eloah Pastor,Cortador de cana-de-açucar,1998-09-27,Casado(a),0,Vereda Luiz Miguel Barbosa,Jonas Veiga,Montenegro,AC,64341883,25
1220,509.132.864-51,Oliver Pacheco,Timoneiro,1959-01-19,Solteiro(a),0,Vereda de da Cruz,Jardim Do Vale,Novais,RN,21032-497,65
1221,780.136.542-90,Maysa Mendonça,Apresentador,1968-10-12,Solteiro(a),0,Loteamento de Novais,Nossa Senhora Da Conceição,Silva,PR,77477054,55
1222,981.654.372-91,Sra. Isis Albuquerque,Engenheiro de supply chain ou logística,1992-02-23,Solteiro(a),0,Sítio de Martins,Mangueiras,Sales das Flores,AM,13848738,32
1223,293.814.657-46,Yuri Nunes,Armeiro,2000-02-14,Casado(a),0,Travessa de Gonçalves,Vera Cruz,Pinto da Mata,RO,71284646,24
1224,578.321.946-00,Carlos Eduardo da Luz,Odontopediatra,2004-04-13,Casado(a),0,Alameda Isaac Gonçalves,Calafate,Silveira de Gonçalves,AM,64176-585,20
1225,751.296.043-34,Aurora Barbosa,Auxiliar de reprografia,1997-07-17,Casado(a),0,Lago de Aragão,Buritis,Peixoto,AC,25213-332,26
1226,692.134.875-09,Theo Silva,Tecnólogo em processos químicos,1976-09-27,Divorsiado(a),0,Vale de Castro,Mineirão,Ferreira,AP,07543687,47
1227,042.189.356-70,Bárbara Sales,Restaurador,1989-05-09,Casado(a),0,Pátio Porto,Urca,Camargo dos Dourados,MS,50618-796,35
1228,471.638.250-80,Thiago Alves,Artista/Técnico em espetáculos de diversões,2002-05-24,Casado(a),1,Praça Erick Cavalcante,São Luiz,Gonçalves,PA,05980596,22
1229,578.123.609-03,Luna Costa,Engenheiro de som,1962-05-07,Casado(a),0,Quadra de Gomes,Bernadete,Camargo dos Dourados,CE,26225771,62
1230,051.793.246-61,João Gabriel Freitas,Sexólogo,1974-08-25,Divorsiado(a),1,Rodovia Carolina da Luz,Vila Pilar,Melo Verde,RJ,59652-923,49
1231,725.831.904-23,Heloisa da Cruz,Perito criminal,1998-04-12,Solteiro(a),0,Jardim de Abreu,Alto Dos Pinheiros,das Neves das Pedras,RO,74261091,26
1232,698.157.340-75,Noah Nogueira,Engenheiro de supply chain ou logística,1992-05-10,Casado(a),0,Quadra de Sales,São Paulo,Rocha,SC,50078420,32
1233,208.934.576-47,Bento Rios,Agente de defesa sanitária,1996-10-12,Casado(a),0,Vale Manuella Macedo,Silveira,Brito de Aparecida,MT,87058384,27
1234,129.853.704-50,Daniela Cavalcante,Bioquímico,1977-08-08,Casado(a),1,Loteamento Siqueira,São Geraldo,Nogueira,PA,59173348,46
1235,187.240.639-40,Luana Macedo,Técnico em hardware,1995-04-03,Solteiro(a),0,Viela Zoe da Conceição,Jardim América,Vargas,SC,18469-479,29
1236,304.571.928-79,Enzo Sampaio,Técnico em radiologia,2004-10-30,Solteiro(a),0,Loteamento de da Cruz,Solimoes,Câmara da Prata,PI,25094-248,19
1237,650.348.219-15,Dr. Lucas Gabriel Souza,Cameraman,1989-06-05,Casado(a),0,Lagoa João Lucas Sá,Conjunto Califórnia Ii,Moraes,RJ,75367116,34
1238,308.247.195-14,Dr. Matheus Cirino,Treinador,1974-05-01,Solteiro(a),0,Chácara de Novaes,São Gabriel,Silva,PB,29584-041,50
1239,295.387.614-64,Ryan da Paz,Gerente de banco,2001-12-30,Divorsiado(a),0,Parque Arthur Gabriel Araújo,Vila Cloris,Aparecida das Flores,PE,41342792,22
1240,647.218.593-09,Anthony Leão,Técnico em tratamento de água,1958-09-01,Casado(a),0,Trecho de Azevedo,Vila Vista Alegre,Moreira Alegre,RS,70170-205,65
1241,869.357.402-74,Benicio Gomes,Musicoterapeuta,1967-02-26,Solteiro(a),0,Conjunto Luiz Felipe Machado,São Geraldo,Fogaça,RN,79000-644,57
1242,247.369.185-19,Lunna da Paz,Maquiador,1975-01-08,Divorsiado(a),1,Vale Helena Azevedo,Vila Nova Gameleira 1ª Seção,Cardoso do Norte,SC,24717-036,49
1243,516.097.842-94,Sophia Jesus,Geógrafo,1989-11-15,Casado(a),0,Aeroporto Samuel Camargo,Xangri-Lá,Pereira de Melo,TO,29234-310,34
1244,436.179.580-01,Lara Vargas,Delegado,1961-12-03,Solteiro(a),0,Ladeira da Costa,São Benedito,Abreu,PB,87164830,62
1245,025.479.318-50,Lucas Vieira,Cenotécnico,1988-07-09,Solteiro(a),0,Alameda de Marques,Conjunto Santa Maria,Teixeira do Galho,PR,00929-167,35
1246,568.104.237-53,Lara Cassiano,Redator,1976-02-28,Solteiro(a),0,Lago Ferreira,Pedreira Padro Lopes,Moreira,PB,01105-713,48
1247,159.024.836-89,Kamilly Azevedo,Odontologista legal,1966-11-26,Solteiro(a),0,Ladeira da Conceição,Dom Cabral,Ribeiro do Galho,PA,87208-334,57
1248,427.860.395-92,Pietro Pires,Bedel,1959-02-22,Divorsiado(a),0,Esplanada de Carvalho,Vila Da Paz,Rocha das Pedras,RR,31974-875,65
1249,403.127.659-16,Maria Luísa Moura,Coordenador,2001-10-17,Divorsiado(a),0,Vale Viana,Conjunto Serra Verde,da Costa do Sul,ES,21096771,22
1250,419.608.327-78,João Rezende,Marechal,2006-04-13,Divorsiado(a),0,Conjunto Luiza Rezende,Apolonia,Oliveira,PE,24192483,18
1251,468.175.903-10,Augusto Santos,Personal trainer,1995-08-24,Solteiro(a),0,Praça Otávio Azevedo,São Pedro,Caldeira Alegre,RN,15017-016,28
1252,815.037.462-08,Srta. Vitória Ferreira,Lenhador,1981-10-17,Divorsiado(a),0,Colônia Silveira,Dom Bosco,Melo Alegre,PA,60086050,42
1253,723.465.819-09,Beatriz Garcia,Encanador,1964-09-08,Solteiro(a),0,Favela Dias,São Paulo,da Paz,DF,23061-204,59
1254,273.108.495-23,Maria Helena da Costa,Engenheiro de projetos,1977-09-03,Casado(a),0,Morro Lavínia Santos,Maria Tereza,Pacheco das Pedras,SC,70027-304,46
1255,132.769.450-61,Nicolas Borges,Tecnólogo em tecnologia da madeira,1987-03-27,Solteiro(a),0,Trecho Bernardo Aparecida,Camponesa 2ª Seção,Machado Grande,DF,09396-423,37
1256,176.594.082-67,Beatriz Pires,Boxeador,1999-08-27,Solteiro(a),0,Lagoa de Viana,Jardim Alvorada,Jesus,RJ,56130202,24
1257,315.892.406-42,Srta. Gabrielly Câmara,Ortesista,1987-01-21,Solteiro(a),0,Ladeira de Ramos,União,Aragão,RO,01041-188,37
1258,743.815.692-37,Asafe Santos,Instalador de linha telefônica,1959-04-24,Casado(a),0,Avenida Pires,Vila Boa Vista,Machado,ES,32494634,65
1259,812.397.054-41,Lunna Barros,Atleta de nado sincronizado,1980-09-30,Casado(a),0,Ladeira de Viana,Conjunto Celso Machado,Pacheco de Vargas,AP,54188-674,43
1260,501.489.376-75,João Aragão,Corretor de seguros,1972-08-20,Divorsiado(a),0,Estação Vasconcelos,Vila Trinta E Um De Março,Moura dos Dourados,AL,30997483,51
1261,836.517.249-64,Maria Vitória Peixoto,Locutor,1964-10-21,Solteiro(a),0,Lagoa Peixoto,Serra,Abreu,AM,20561328,59
1262,236.085.974-92,Henry Gabriel Fonseca,Instrumentador cirúrgico,1966-10-01,Casado(a),0,Estrada Maysa Freitas,Jardim São José,Silva,AM,97955-357,57
1263,682.473.159-55,Antônio Monteiro,Consultor de moda,1963-05-10,Divorsiado(a),0,Viaduto Cauã Cunha,Santa Monica,Guerra de Guerra,PR,09274-004,61
1264,982.130.645-42,Oliver Correia,Cartógrafo,1959-12-12,Divorsiado(a),0,Largo Luara Ferreira,Jardim Atlântico,Ribeiro Grande,PB,25394-773,64
1265,169.820.745-01,Sra. Ana Clara Gonçalves,Técnico em documentação,1982-06-21,Casado(a),1,Campo de Campos,Cruzeiro,Pastor do Galho,MT,14368-799,41
1266,015.946.382-33,Pietra Novais,Cambista,1987-11-23,Casado(a),0,Travessa de Ferreira,Madri,Silva,AL,40910972,36
1267,039.762.845-56,Carlos Eduardo Macedo,Cantor,2001-08-21,Solteiro(a),0,Trecho Oliveira,Vila Jardim Alvorada,Guerra,SC,99175440,22
1268,210.748.569-02,Dante Brito,Chefe de cozinha,2002-09-14,Divorsiado(a),0,Pátio Moreira,Vila Nova Cachoeirinha 2ª Seção,Siqueira,RJ,55172-092,21
1269,967.281.354-64,Clarice Gonçalves,Técnico em taquigrafia,1970-08-27,Casado(a),0,Travessa Fogaça,Maria Tereza,Guerra do Galho,GO,64833323,53
1270,915.260.437-34,Srta. Clarice Albuquerque,Profissional de tecnologia de laticínios,1959-03-15,Casado(a),0,Vereda de Cavalcante,Renascença,da Paz de Minas,GO,27931888,65
1271,603.724.815-07,Erick Porto,Gerente de inovações ou novos negócios,1963-11-23,Divorsiado(a),0,Vale Mateus Albuquerque,Providencia,Pinto de Castro,CE,67994937,60
1272,069.725.834-38,Marcos Vinicius Jesus,Radialista,1996-10-29,Divorsiado(a),0,Sítio de Marques,Novo Glória,Pereira,RN,36437-488,27
1273,981.250.736-12,João Lucas Gomes,Editor de mesa de corte,1962-06-17,Solteiro(a),1,Parque de Borges,Senhor Dos Passos,Caldeira do Norte,PR,25064823,61
1274,504.398.267-56,Cauê Casa Grande,Profissional de comércio exterior,1965-11-28,Solteiro(a),0,Viaduto Maria Julia Farias,Varzea Da Palma,da Rocha de Monteiro,GO,26315756,58
1275,849.627.015-76,Arthur Moura,Kite-surfer,1962-08-09,Divorsiado(a),0,Parque Maria Eduarda Montenegro,Vila São Paulo,Mendes Verde,PR,02600797,61
1276,279.863.451-28,Lunna Sá,Arquiteto,1996-06-06,Solteiro(a),1,Vila Valentina Vieira,Jardim Leblon,da Mota Verde,MG,21385688,27
1277,156.902.478-20,Ana Laura da Cruz,Gerente de vendas,1994-01-02,Divorsiado(a),0,Fazenda Luigi Leão,Vila Atila De Paiva,Brito de Goiás,SP,57259416,30
1278,701.964.253-52,Maria Liz Nogueira,Petroleiro,1966-11-11,Solteiro(a),0,Via de Castro,Pedreira Padro Lopes,Monteiro,GO,63444567,57
1279,683.750.194-10,Benicio Rezende,Jangadeiro,1990-10-15,Divorsiado(a),0,Colônia de Rios,Vila Vista Alegre,Câmara,TO,92024037,33
1280,247.603.895-47,Theodoro Pires,Naturólogo,1969-03-09,Divorsiado(a),0,Vereda Luna Novais,Vila Maria,Cardoso,PA,67003289,55
1281,571.309.862-12,Joana Silveira,Patologista,1984-10-31,Solteiro(a),0,Lago da Mota,Morro Dos Macacos,Freitas das Flores,MA,05574649,39
1282,549.326.801-98,Isabella Almeida,Técnico em aviação,1994-05-26,Solteiro(a),0,Residencial de Cavalcante,Vila Jardim Leblon,Oliveira das Flores,ES,23981799,30
1283,598.137.462-46,Eloá Borges,Engenheiro naval,1969-02-20,Divorsiado(a),0,Feira Zoe Carvalho,Embaúbas,Barbosa,MA,87143845,55
1284,581.794.362-09,Pedro Miguel Santos,Transportador,1965-03-22,Divorsiado(a),0,Largo de da Mata,Vila Bandeirantes,da Mata dos Dourados,PI,80485865,59
1285,140.296.587-76,Léo da Cunha,Massoterapeuta,1979-06-09,Casado(a),1,Residencial de Albuquerque,Jardim Montanhês,Nogueira,DF,92046381,44
1286,531.678.042-62,Eduardo Guerra,Preparador de máquinas,1966-06-18,Divorsiado(a),0,Vereda Sales,Vila Sumaré,Cavalcante,AM,25856100,57
1287,847.135.062-90,Leonardo Aparecida,Pianista,1962-02-19,Casado(a),0,Setor Correia,Aparecida,Nascimento,DF,27388172,62
1288,185.294.067-02,Mathias Pereira,Policial militar,1959-10-29,Divorsiado(a),0,Conjunto da Paz,Vila Paraíso,Peixoto do Campo,SC,37538-246,64
1289,321.608.495-70,Milena Sá,Relações públicas,1968-07-11,Solteiro(a),1,Ladeira Moreira,Grotinha,da Luz,AL,49989-484,55
1290,910.256.374-61,João Barros,Produtor musical,1975-01-20,Divorsiado(a),0,Setor de Sales,Nova Suíça,Oliveira do Amparo,RJ,21660295,49
1291,603.285.471-07,Ana Liz da Rocha,Arquivista,1963-12-19,Casado(a),0,Vila Pereira,Nossa Senhora Da Conceição,Machado,RS,71253-035,60
1292,423.679.815-82,Maysa Pinto,Maestro,1993-09-22,Solteiro(a),0,Ladeira de Correia,Vila Madre Gertrudes 1ª Seção,Brito,TO,72781854,30
1293,954.610.832-42,Melissa Monteiro,Obstetra,2004-06-18,Divorsiado(a),1,Vale Ana Clara Rios,Maria Goretti,Abreu,PA,55052990,19
1294,013.746.528-90,Luara Cunha,Capoeirista,1998-01-10,Solteiro(a),0,Sítio Pietro Melo,São Sebastião,Novais de Viana,SP,47955745,26
1295,401.853.296-24,Ana Clara Cunha,Tecnólogo em Ciências das plantas medicinais,1977-02-21,Solteiro(a),0,Estrada de Duarte,Goiania,Martins,MT,11792-399,47
1296,564.910.783-10,Maria Isis Souza,Moleiro,1996-07-02,Solteiro(a),0,Núcleo de Nogueira,Conjunto Taquaril,Montenegro de Borges,ES,26520896,27
1297,783.519.420-14,Bianca Ramos,Geradorista,1993-12-21,Divorsiado(a),0,Quadra de Cavalcante,Delta,da Cunha da Serra,ES,38704494,30
1298,869.073.245-47,Dra. Ana Laura da Mata,Técnico em tratamento de água,1979-08-06,Solteiro(a),0,Praça Daniel Barbosa,Aguas Claras,Barbosa,PI,80298-298,44
1299,895.762.301-95,Ana Lívia Andrade,Estofador,1998-12-16,Casado(a),0,Favela Correia,Centro,da Rosa,CE,56666-475,25
1300,720.836.415-07,Dra. Maria Sophia Jesus,Numerólogo,2004-06-08,Casado(a),1,Viaduto Duarte,Virgínia,Lima das Flores,RN,58454-121,19
1301,590.827.316-30,Eloá Leão,Perfusionista,1964-01-02,Divorsiado(a),0,Via Fernando Pimenta,Outro,da Mata de Novaes,AM,52719674,60
1302,834.175.690-01,Isabela Teixeira,Geriatra,2005-01-24,Divorsiado(a),0,Setor Fernandes,Flavio Marques Lisboa,Cirino,TO,34242-092,19
1303,786.429.530-47,Maria Flor Machado,Engenheiro cartográfico,1973-05-28,Divorsiado(a),0,Vereda Luiz Felipe Almeida,Vila São Francisco,Duarte,AM,56756-901,51
1304,549.836.017-75,Nina Montenegro,Produtor de eventos,1964-03-02,Divorsiado(a),0,Campo Rafaela Rocha,Paulo Vi,da Rocha,RR,55785-136,60
1305,723.415.689-55,Dra. Ana Lívia Siqueira,Profissional de educação física,1969-05-12,Divorsiado(a),0,Chácara Raquel Duarte,Dom Bosco,Abreu do Campo,MG,68696590,55
1306,650.138.729-95,Sabrina Cirino,Cardiologista,1969-03-16,Divorsiado(a),0,Vale de da Mota,Independência,Peixoto de Pires,SC,55965846,55
1307,854.671.293-09,Dr. Igor Azevedo,Engenheiro de produto ou produção,1993-10-10,Divorsiado(a),0,Passarela Isadora Barros,Esplanada,da Rocha da Serra,AC,24922387,30
1308,951.047.638-20,Ana Luiza Aparecida,Bioquímico,1966-10-15,Solteiro(a),0,Alameda de Rocha,Unidas,Leão,ES,67655017,57
1309,852.901.763-30,Dr. Henry Gabriel Farias,Agrimensor,1989-04-10,Casado(a),0,Rodovia Rodrigo Freitas,Xangri-Lá,Viana de das Neves,PB,02514-575,35
1310,028.719.346-22,Esther Freitas,Artesão,1983-12-27,Casado(a),0,Colônia Clarice Ramos,Madre Gertrudes,da Cruz,SC,43889785,40
1311,895.103.674-00,João Felipe Pimenta,Seguidor de compras,1981-12-19,Solteiro(a),0,Área de Carvalho,Lagoinha,Pinto,PA,33429-168,42
1312,059.283.647-92,Manuela da Conceição,Cobrador de ônibus,1974-12-24,Divorsiado(a),0,Estação Rodrigues,Copacabana,da Paz,GO,75907-192,49
1313,809.146.732-03,Davi Miguel Abreu,Chaveiro,1971-06-25,Divorsiado(a),0,Chácara Marcela Pastor,Penha,Mendonça de Azevedo,GO,56342199,52
1314,401.697.538-75,Lorenzo Vasconcelos,Manobrista,1998-12-15,Casado(a),0,Distrito de Araújo,São Gabriel,Nogueira de Pinto,SC,34469771,25
1315,389.105.264-24,Ana Liz Barros,Pneumologista,1998-05-24,Solteiro(a),0,Campo Novaes,Bairro Das Indústrias Ii,Costa,ES,74078519,26
1316,074.628.915-49,Melina das Neves,Biólogo,1997-07-22,Divorsiado(a),0,Núcleo de Rios,Vila Piratininga,da Luz do Norte,PA,01496343,26
1317,148.392.076-31,Larissa Alves,Administrador público,2006-01-08,Casado(a),0,Rodovia Gabrielly Lima,Vila Jardim Leblon,Farias do Sul,TO,95041-795,18
1318,193.740.268-13,Cecília Moura,Panificador/Padeiro,1958-11-28,Solteiro(a),0,Parque de Siqueira,Aparecida 7ª Seção,Campos do Amparo,SP,19092469,65
1319,540.691.382-42,Arthur Gabriel Nascimento,Cineasta,1972-05-21,Divorsiado(a),0,Colônia Isabel Carvalho,Renascença,Jesus das Pedras,SP,40494206,52
1320,573.948.061-20,Alícia Souza,Hostess,1959-10-09,Divorsiado(a),0,Campo da Costa,Apolonia,Ramos da Mata,AC,08866020,64
1321,157.392.064-99,Luiz Fernando Melo,Impressor,1963-08-05,Divorsiado(a),0,Favela de Jesus,Conjunto Bonsucesso,Sales Grande,DF,34190-736,60
1322,654.871.390-75,Leonardo Azevedo,Jogador de basquete,1978-10-22,Divorsiado(a),0,Viaduto Duarte,Unidas,Rios do Amparo,PR,06490127,45
1323,630.981.524-51,Liz Abreu,Ambientalista,1978-04-24,Divorsiado(a),0,Viela Araújo,Ribeiro De Abreu,Silva de Minas,SC,22518418,46
1324,962.875.304-56,Sra. Ana Carolina Pinto,Mecânico,1967-08-13,Divorsiado(a),0,Estrada de Teixeira,Céu Azul,Sales,RJ,80860837,56
1325,251.493.086-33,Dante Moura,Otorrinolaringologista,1969-11-29,Solteiro(a),0,Passarela Cavalcante,Delta,Pires das Pedras,RO,13682-691,54
1326,416.920.785-85,Sr. Luiz Miguel Nunes,Soldador,1964-12-23,Solteiro(a),0,Viaduto de Silveira,Vila Nova Gameleira 3ª Seção,Lima,MS,42687-620,59
1327,695.341.720-06,Pedro Henrique Fogaça,Líder comunitário,1981-01-31,Solteiro(a),0,Avenida das Neves,Monsenhor Messias,Fogaça,SC,09328-013,43
1328,567.409.812-30,Vitor Gabriel Borges,Aeronauta,1968-04-20,Casado(a),0,Campo Porto,São Gonçalo,Barbosa dos Dourados,DF,46137050,56
1329,073.149.658-20,Ana Júlia da Cruz,Agente de defesa sanitária animal,1963-10-21,Solteiro(a),0,Praça de Novais,Bonsucesso,Aragão,MT,13357-433,60
1330,907.251.684-20,Isis Aragão,Maestro,1977-04-17,Solteiro(a),0,Colônia Costela,Granja Werneck,Pires de Mendonça,MS,54473-958,47
1331,597.814.036-75,Dra. Nina Machado,Controller,1976-07-20,Casado(a),0,Trecho de Rodrigues,Xangri-Lá,Pacheco Paulista,PE,07190-480,47
1332,168.752.493-91,Davi Lucas Vasconcelos,Modelista,1994-10-18,Solteiro(a),0,Praça Enzo Gabriel Castro,Fazendinha,Sá,PR,04604-830,29
1333,672.104.853-17,Alana Nunes,Terapeuta floral,2003-08-13,Divorsiado(a),0,Viaduto de Nascimento,Lindéia,Costa,RR,57329-743,20
1334,390.678.521-12,Joaquim Azevedo,Cientista social,1976-10-22,Casado(a),1,Vila Cauê Silveira,Paraíso,Siqueira,ES,28771643,47
1335,203.719.485-41,Davi Lucca Cassiano,Gerente de riscos em seguros,1971-08-01,Divorsiado(a),0,Parque Luiz Fernando da Luz,Alto Dos Pinheiros,Gonçalves,AP,38348955,52
1336,179.036.482-50,Helena Moraes,Pizzaiolo,1965-02-21,Solteiro(a),0,Quadra de Pinto,Universitário,Alves,PR,86534154,59
1337,905.862.741-11,Alexandre Lopes,Imunologista,1997-05-25,Solteiro(a),0,Quadra de Fonseca,Caiçara - Adelaide,Cunha,SE,16522623,27
1338,395.761.204-70,Josué Andrade,Juiz de futebol,1964-05-01,Divorsiado(a),0,Jardim Bernardo Vasconcelos,Das Industrias I,da Cruz,MS,48233-114,60
1339,935.408.276-92,Sara Gomes,Professor,1966-03-11,Solteiro(a),0,Lagoa de Mendonça,São Sebastião,Ferreira,DF,29793-930,58
1340,067.389.152-68,Maria Fernanda Pimenta,Administrador de banco de dados DBA,1998-12-11,Casado(a),0,Jardim Laura Garcia,Ernesto Nascimento,Ramos da Praia,AP,70981-317,25
1341,458.306.192-70,Isaque Siqueira,Encanador,1965-05-06,Solteiro(a),0,Viaduto da Cunha,Apolonia,Cavalcante,SP,03819-993,59
1342,324.178.056-26,Caroline Aragão,Perito judicial,1964-08-22,Solteiro(a),0,Quadra de Nogueira,Manacas,Siqueira,RN,91312-303,59
1343,297.346.851-55,Gael Henrique Brito,Biólogo,1993-06-24,Casado(a),0,Sítio Almeida,João Paulo Ii,Almeida dos Dourados,PB,08789584,30
1344,268.193.754-09,Melina Pimenta,Programador,1999-03-25,Divorsiado(a),0,Núcleo Rezende,Santa Monica,Fernandes dos Dourados,RJ,77121-637,25
1345,846.905.137-75,Maria Flor Pastor,Dialoguista,1967-12-17,Divorsiado(a),0,Condomínio de Moreira,São Cristóvão,Abreu da Prata,SE,34537-539,56
1346,718.340.296-78,Hellena Azevedo,Contra regra,1982-01-25,Solteiro(a),0,Condomínio Silveira,Frei Leopoldo,Cavalcanti,MT,05318373,42
1347,013.574.286-26,André Rodrigues,Portuário,2004-04-18,Divorsiado(a),0,Setor de Sales,Boa Viagem,Vargas da Serra,MG,37617135,20
1348,069.751.423-43,Pedro Henrique Alves,Técnico em rede,1989-10-14,Divorsiado(a),0,Favela Milena Almeida,Dom Bosco,Caldeira de Goiás,MG,88136-885,34
1349,174.805.369-84,Sr. João Guilherme Vieira,Ginasta artística,1963-01-01,Solteiro(a),0,Lagoa Araújo,Vila Ouro Minas,Ferreira de Minas,GO,58219-443,61
1350,425.019.637-25,Theodoro Vargas,Dançarino,1967-03-20,Casado(a),0,Avenida Carlos Eduardo Nascimento,Aeroporto,Almeida,RJ,44013-301,57
1351,250.978.631-86,Clara da Cunha,Enólogo,1990-01-12,Casado(a),0,Trecho de da Rosa,São João Batista,Mendes,PE,37572-741,34
1352,194.307.826-22,Davi Luiz Nogueira,Mecânico,1961-07-29,Divorsiado(a),1,Avenida de Pereira,Jatobá,da Rocha Verde,MG,61850149,62
1353,427.803.591-88,Luiz Henrique Pastor,Astrofísico,1969-06-09,Solteiro(a),0,Travessa de Guerra,Outro,Martins,MG,16016-696,54
1354,975.032.468-47,Vitor Cavalcante,Maquinista,1999-05-07,Solteiro(a),0,Estrada Barros,Vila Jardim Montanhes,Cassiano,ES,39522838,25
1355,605.473.219-61,Srta. Hadassa Nascimento,Líder comunitário,1990-04-04,Solteiro(a),0,Largo Nicolas Câmara,Vila Fumec,Sousa,GO,31151456,34
1356,639.412.587-37,Marcela Souza,Jardineiro,2002-10-15,Casado(a),0,Recanto da Rocha,São Gonçalo,Ribeiro da Praia,GO,99039836,21
1357,763.852.190-03,Gabriel Cassiano,Aeronauta,2003-12-23,Divorsiado(a),0,Área de Monteiro,Santa Maria,Silveira de Minas,SP,59913-034,20
1358,642.915.307-06,Ana Machado,Diarista,1989-04-16,Casado(a),0,Sítio Maria Sophia Marques,Parque São José,Barros dos Dourados,PA,94639799,35
